date,store_id,temperature_c,precipitation_mm,humidity_pct,weather_condition,is_holiday,local_event
2025-05-12,STORE01,16.9,0.0,34.5,Cloudy,0,Local Festival
2025-05-13,STORE01,20.4,16.7,40.1,Stormy,0,
2025-05-14,STORE01,18.7,0.0,30.8,Clear,0,
2025-05-15,STORE01,25.4,0.0,27.3,Windy,0,
2025-05-16,STORE01,19.3,0.0,43.7,Clear,0,Sports Game
2025-05-17,STORE01,15.5,0.0,25.6,Clear,0,Food Festival
2025-05-18,STORE01,22.8,16.0,38.2,Stormy,0,Concert
2025-05-19,STORE01,14.8,0.0,40.5,Sunny,0,
2025-05-20,STORE01,20.4,0.0,21.3,Cloudy,0,Parade
2025-05-21,STORE01,23.5,16.5,37.9,Stormy,0,Concert
2025-05-22,STORE01,25.7,0.0,23.8,Sunny,0,Parade
2025-05-23,STORE01,20.9,0.0,20.0,Sunny,0,Sports Game
2025-05-24,STORE01,18.3,0.0,20.0,Cloudy,0,
2025-05-25,STORE01,19.0,0.0,52.8,Windy,0,
2025-05-26,STORE01,21.1,0.0,37.1,Clear,0,Community Fair
2025-05-27,STORE01,15.9,0.0,21.1,Clear,0,
2025-05-28,STORE01,21.1,18.9,46.3,Stormy,0,
2025-05-29,STORE01,22.3,0.0,47.1,Sunny,0,
2025-05-30,STORE01,13.1,0.0,41.5,Sunny,0,
2025-05-31,STORE01,20.5,17.3,53.1,Stormy,0,Local Festival
2025-06-01,STORE01,23.4,12.3,41.7,Rainy,0,
2025-06-02,STORE01,20.8,0.0,44.0,Sunny,0,Community Fair
2025-06-03,STORE01,24.0,0.0,39.2,Clear,0,
2025-06-04,STORE01,17.3,0.0,36.6,Sunny,0,Parade
2025-06-05,STORE01,23.5,0.0,39.0,Sunny,0,
2025-06-06,STORE01,21.1,13.6,31.0,Rainy,0,Local Festival
2025-06-07,STORE01,22.8,0.0,44.3,Sunny,0,Marathon
2025-06-08,STORE01,29.7,0.0,38.0,Clear,0,
2025-06-09,STORE01,23.5,14.0,54.1,Rainy,0,
2025-06-10,STORE01,34.8,0.0,51.3,Sunny,0,Concert
2025-06-11,STORE01,23.2,14.1,50.5,Rainy,0,Market Day
2025-06-12,STORE01,29.4,0.0,34.1,Cloudy,0,Sports Game
2025-06-13,STORE01,27.1,0.0,45.8,Sunny,0,
2025-06-14,STORE01,22.8,11.7,51.4,Rainy,0,
2025-06-15,STORE01,18.9,0.0,43.8,Sunny,0,
2025-06-16,STORE01,27.1,0.0,47.1,Sunny,0,Sports Game
2025-06-17,STORE01,28.0,12.2,38.7,Rainy,0,Food Festival
2025-06-18,STORE01,33.2,12.3,32.6,Rainy,0,
2025-06-19,STORE01,25.7,12.1,56.3,Rainy,0,Parade
2025-06-20,STORE01,19.5,14.6,37.4,Rainy,0,Food Festival
2025-06-21,STORE01,28.3,0.0,32.2,Sunny,0,
2025-06-22,STORE01,24.5,0.0,43.9,Cloudy,0,
2025-06-23,STORE01,20.4,0.0,34.3,Cloudy,0,
2025-06-24,STORE01,23.5,0.0,29.0,Sunny,0,Sports Game
2025-06-25,STORE01,26.4,0.0,55.6,Sunny,0,Parade
2025-06-26,STORE01,26.5,0.0,38.8,Sunny,0,
2025-06-27,STORE01,20.6,0.0,41.9,Sunny,0,
2025-06-28,STORE01,24.5,11.8,59.0,Rainy,0,Market Day
2025-06-29,STORE01,26.4,11.7,38.1,Rainy,0,
2025-06-30,STORE01,26.3,0.0,31.6,Clear,0,
2025-07-01,STORE01,25.0,6.2,53.1,Rainy,0,
2025-07-02,STORE01,32.0,0.0,70.8,Clear,0,
2025-07-03,STORE01,24.7,7.2,66.9,Rainy,0,
2025-07-04,STORE01,20.3,0.0,54.1,Sunny,1,Independence Day
2025-07-05,STORE01,25.5,0.0,43.7,Windy,0,
2025-07-06,STORE01,23.9,0.0,51.0,Windy,0,
2025-07-07,STORE01,30.5,0.0,53.1,Sunny,0,
2025-07-08,STORE01,30.6,0.0,52.4,Sunny,0,Market Day
2025-07-09,STORE01,24.5,0.0,40.0,Sunny,0,Food Festival
2025-07-10,STORE01,26.0,0.0,57.9,Cloudy,0,Marathon
2025-07-11,STORE01,27.1,7.6,68.9,Rainy,0,Food Festival
2025-07-12,STORE01,28.8,0.0,44.9,Sunny,0,
2025-07-13,STORE01,23.7,0.0,45.4,Sunny,0,Community Fair
2025-07-14,STORE01,31.5,0.0,41.6,Windy,0,Food Festival
2025-07-15,STORE01,29.3,0.0,60.8,Clear,0,
2025-07-16,STORE01,30.5,0.0,61.4,Cloudy,0,Market Day
2025-07-17,STORE01,29.8,0.0,44.8,Sunny,0,Concert
2025-07-18,STORE01,25.2,0.0,46.9,Clear,0,
2025-07-19,STORE01,22.9,0.0,63.1,Cloudy,0,
2025-07-20,STORE01,33.4,0.0,72.4,Cloudy,0,
2025-07-21,STORE01,31.0,0.0,86.1,Foggy,0,Market Day
2025-07-22,STORE01,32.8,9.7,76.3,Rainy,0,Concert
2025-07-23,STORE01,27.2,6.0,56.5,Rainy,0,
2025-07-24,STORE01,30.0,5.9,47.6,Rainy,0,Food Festival
2025-07-25,STORE01,23.9,5.9,57.0,Rainy,0,Local Festival
2025-07-26,STORE01,21.9,0.0,55.1,Windy,0,
2025-07-27,STORE01,28.7,0.0,53.2,Clear,0,Concert
2025-07-28,STORE01,27.6,0.0,48.4,Cloudy,0,Market Day
2025-07-29,STORE01,28.7,7.4,43.8,Rainy,0,Marathon
2025-07-30,STORE01,32.9,11.6,52.4,Rainy,0,Market Day
2025-07-31,STORE01,23.5,0.0,52.9,Sunny,0,
2025-08-01,STORE01,22.7,0.0,66.3,Sunny,0,
2025-08-02,STORE01,27.1,0.0,62.3,Cloudy,0,Sports Game
2025-08-03,STORE01,19.1,0.0,74.5,Sunny,0,
2025-08-04,STORE01,27.6,0.0,58.1,Cloudy,0,Concert
2025-08-05,STORE01,24.8,0.3,62.0,Rainy,0,
2025-08-06,STORE01,24.3,3.6,76.6,Rainy,0,
2025-08-07,STORE01,21.3,0.0,94.7,Foggy,0,
2025-08-08,STORE01,23.8,0.7,63.4,Rainy,0,Marathon
2025-08-09,STORE01,29.3,0.0,61.6,Windy,0,
2025-08-10,STORE01,26.2,0.0,64.9,Clear,0,
2025-08-11,STORE01,24.9,0.0,62.5,Cloudy,0,Local Festival
2025-08-12,STORE01,23.2,0.6,53.6,Rainy,0,
2025-08-13,STORE01,22.4,0.0,68.5,Clear,0,
2025-08-14,STORE01,22.9,0.0,71.6,Cloudy,0,Food Festival
2025-08-15,STORE01,18.0,0.0,60.6,Sunny,0,Community Fair
2025-08-16,STORE01,21.0,2.5,59.1,Rainy,0,Sports Game
2025-08-17,STORE01,27.2,0.0,78.2,Windy,0,
2025-08-18,STORE01,25.3,4.5,53.3,Rainy,0,
2025-08-19,STORE01,21.7,0.0,63.4,Windy,0,Food Festival
2025-08-20,STORE01,31.1,1.4,65.7,Rainy,0,Community Fair
2025-08-21,STORE01,26.6,0.0,61.9,Sunny,0,
2025-08-22,STORE01,19.5,5.6,66.2,Rainy,0,Concert
2025-08-23,STORE01,27.2,0.0,53.6,Sunny,0,Parade
2025-08-24,STORE01,29.9,0.0,54.5,Sunny,0,Food Festival
2025-08-25,STORE01,21.4,0.0,55.6,Clear,0,Market Day
2025-08-26,STORE01,27.8,0.0,65.1,Clear,0,Local Festival
2025-08-27,STORE01,22.4,1.2,43.5,Rainy,0,Concert
2025-08-28,STORE01,31.6,1.3,72.3,Rainy,0,
2025-08-29,STORE01,18.5,1.2,58.5,Rainy,0,
2025-08-30,STORE01,26.6,0.0,53.8,Sunny,0,
2025-08-31,STORE01,21.7,0.0,53.9,Clear,0,Food Festival
2025-09-01,STORE01,21.1,0.2,86.0,Rainy,0,
2025-09-02,STORE01,21.2,4.9,82.4,Rainy,0,
2025-09-03,STORE01,22.4,0.0,66.8,Windy,0,Parade
2025-09-04,STORE01,20.5,0.0,78.2,Cloudy,0,Local Festival
2025-09-05,STORE01,29.4,2.2,61.6,Rainy,0,Parade
2025-09-06,STORE01,21.3,0.0,72.5,Sunny,0,
2025-09-07,STORE01,20.9,0.0,82.3,Foggy,0,
2025-09-08,STORE01,26.2,0.5,65.7,Rainy,0,
2025-09-09,STORE01,13.7,0.0,48.5,Cloudy,0,Marathon
2025-09-10,STORE01,32.5,1.6,70.7,Rainy,0,Parade
2025-09-11,STORE01,20.4,0.0,73.0,Windy,0,Sports Game
2025-09-12,STORE01,18.1,0.6,65.9,Rainy,0,
2025-09-13,STORE01,15.6,0.0,61.3,Clear,0,Community Fair
2025-09-14,STORE01,22.3,0.0,70.6,Sunny,0,
2025-09-15,STORE01,22.3,0.0,73.0,Cloudy,0,
2025-09-16,STORE01,23.1,1.6,87.4,Rainy,0,Community Fair
2025-09-17,STORE01,25.3,0.0,54.0,Cloudy,0,
2025-09-18,STORE01,21.3,0.0,66.2,Cloudy,0,
2025-09-19,STORE01,23.2,0.0,71.4,Sunny,0,
2025-09-20,STORE01,20.4,4.4,76.9,Rainy,0,
2025-09-21,STORE01,17.8,0.0,70.1,Cloudy,0,
2025-09-22,STORE01,15.2,0.0,78.8,Clear,0,Market Day
2025-09-23,STORE01,13.7,2.2,80.5,Rainy,0,Food Festival
2025-09-24,STORE01,14.0,0.0,62.4,Sunny,0,
2025-09-25,STORE01,28.5,0.0,64.4,Sunny,0,
2025-09-26,STORE01,17.6,1.3,72.0,Rainy,0,Sports Game
2025-09-27,STORE01,22.6,0.0,75.8,Sunny,0,
2025-09-28,STORE01,24.0,0.0,74.7,Sunny,0,
2025-09-29,STORE01,15.2,0.1,77.7,Rainy,0,
2025-09-30,STORE01,21.0,0.0,81.1,Foggy,0,
2025-10-01,STORE01,14.4,1.1,87.6,Rainy,0,
2025-10-02,STORE01,4.2,0.0,66.0,Cloudy,0,
2025-10-03,STORE01,13.2,1.4,99.7,Rainy,0,
2025-10-04,STORE01,20.9,0.0,80.8,Foggy,0,Local Festival
2025-10-05,STORE01,20.0,0.0,84.4,Foggy,0,
2025-10-06,STORE01,18.2,4.3,83.3,Rainy,0,Marathon
2025-10-07,STORE01,19.4,0.0,59.8,Cloudy,0,
2025-10-08,STORE01,13.9,0.0,60.4,Clear,0,Sports Game
2025-10-09,STORE01,17.9,0.0,69.4,Windy,0,
2025-10-10,STORE01,13.2,5.0,58.8,Rainy,0,
2025-10-11,STORE01,7.3,0.0,67.3,Sunny,0,
2025-10-12,STORE01,14.3,0.0,67.5,Windy,0,
2025-10-13,STORE01,12.9,5.8,76.1,Rainy,0,Local Festival
2025-10-14,STORE01,8.9,0.0,71.2,Clear,0,Local Festival
2025-10-15,STORE01,6.3,0.0,91.4,Foggy,0,Local Festival
2025-10-16,STORE01,5.9,0.0,71.2,Cloudy,0,Sports Game
2025-10-17,STORE01,13.2,1.0,72.4,Rainy,0,Food Festival
2025-10-18,STORE01,16.6,0.0,76.3,Cloudy,0,
2025-10-19,STORE01,19.8,0.9,67.8,Rainy,0,
2025-10-20,STORE01,7.7,1.6,61.2,Rainy,0,
2025-10-21,STORE01,18.5,1.2,90.8,Rainy,0,Community Fair
2025-10-22,STORE01,14.5,1.7,80.5,Rainy,0,
2025-10-23,STORE01,12.8,0.0,93.0,Foggy,0,Concert
2025-10-24,STORE01,10.1,0.0,72.0,Cloudy,0,
2025-10-25,STORE01,5.9,0.0,71.5,Cloudy,0,Parade
2025-10-26,STORE01,7.2,0.0,67.0,Sunny,0,
2025-10-27,STORE01,7.0,0.4,82.0,Rainy,0,
2025-10-28,STORE01,13.9,0.0,58.2,Clear,0,
2025-10-29,STORE01,16.7,0.0,68.8,Windy,0,
2025-10-30,STORE01,15.1,0.0,73.5,Sunny,0,
2025-10-31,STORE01,17.2,4.2,85.8,Rainy,1,Market Day
2025-11-01,STORE01,4.6,2.0,84.6,Rainy,0,
2025-11-02,STORE01,13.5,2.9,66.1,Rainy,0,
2025-11-03,STORE01,1.6,0.0,65.9,Sunny,0,
2025-11-04,STORE01,6.2,0.0,81.9,Foggy,0,
2025-11-05,STORE01,6.2,0.0,72.8,Sunny,0,Local Festival
2025-11-06,STORE01,6.0,0.0,58.5,Cloudy,0,
2025-11-07,STORE01,10.3,0.0,74.9,Cloudy,0,
2025-11-08,STORE01,2.3,1.3,56.0,Rainy,0,
2025-11-09,STORE01,5.2,0.8,78.8,Rainy,0,
2025-11-10,STORE01,5.4,0.0,68.8,Sunny,0,
2025-11-11,STORE01,4.3,0.0,67.8,Clear,0,Marathon
2025-11-12,STORE01,2.0,0.0,55.5,Clear,0,Marathon
2025-11-13,STORE01,4.7,5.6,83.3,Rainy,0,Sports Game
2025-11-14,STORE01,10.0,0.0,83.6,Foggy,0,Parade
2025-11-15,STORE01,-0.3,0.0,93.2,Clear,0,
2025-11-16,STORE01,7.5,0.0,81.6,Foggy,0,Market Day
2025-11-17,STORE01,6.2,0.1,67.9,Rainy,0,Market Day
2025-11-18,STORE01,9.5,1.7,83.5,Rainy,0,Parade
2025-11-19,STORE01,3.1,0.0,80.4,Foggy,0,Market Day
2025-11-20,STORE01,6.8,0.0,87.0,Foggy,0,Community Fair
2025-11-21,STORE01,2.2,0.0,77.8,Cloudy,0,Concert
2025-11-22,STORE01,3.0,0.0,74.5,Windy,0,
2025-11-23,STORE01,5.8,0.0,64.1,Cloudy,0,Parade
2025-11-24,STORE01,4.9,0.0,73.4,Cloudy,0,
2025-11-25,STORE01,3.3,1.7,62.6,Rainy,1,Market Day
2025-11-26,STORE01,1.4,3.5,85.9,Rainy,1,Black Friday
2025-11-27,STORE01,-0.8,0.0,81.8,Clear,0,
2025-11-28,STORE01,2.4,0.0,64.5,Cloudy,0,
2025-11-29,STORE01,-0.4,0.0,69.8,Clear,0,
2025-11-30,STORE01,2.9,0.0,50.4,Cloudy,0,Local Festival
2025-12-01,STORE01,3.6,0.0,84.4,Foggy,0,
2025-12-02,STORE01,1.2,3.2,68.4,Rainy,0,Parade
2025-12-03,STORE01,-1.0,0.0,57.9,Clear,0,Parade
2025-12-04,STORE01,4.2,0.0,34.4,Sunny,0,Parade
2025-12-05,STORE01,5.4,0.3,54.0,Rainy,0,Marathon
2025-12-06,STORE01,3.1,0.0,68.1,Clear,0,Community Fair
2025-12-07,STORE01,-0.9,0.0,63.2,Clear,0,
2025-12-08,STORE01,-2.8,0.0,45.0,Clear,0,Sports Game
2025-12-09,STORE01,0.2,0.0,68.1,Sunny,0,Local Festival
2025-12-10,STORE01,-1.3,0.0,63.7,Clear,0,
2025-12-11,STORE01,4.9,0.0,86.4,Foggy,0,Sports Game
2025-12-12,STORE01,-4.6,0.0,63.1,Clear,0,Sports Game
2025-12-13,STORE01,-0.1,8.6,80.0,Rainy,0,Market Day
2025-12-14,STORE01,-3.4,0.0,70.0,Clear,0,Local Festival
2025-12-15,STORE01,-0.6,0.0,46.6,Clear,0,
2025-12-16,STORE01,-3.1,1.4,70.5,Snowy,0,Parade
2025-12-17,STORE01,-5.5,0.0,73.5,Clear,0,
2025-12-18,STORE01,-1.5,4.8,70.5,Snowy,0,Food Festival
2025-12-19,STORE01,-1.5,2.9,49.3,Snowy,0,Sports Game
2025-12-20,STORE01,-2.1,0.0,71.7,Clear,0,Local Festival
2025-12-21,STORE01,1.9,7.7,54.3,Rainy,0,Local Festival
2025-12-22,STORE01,6.9,0.0,61.1,Sunny,0,
2025-12-23,STORE01,-1.2,0.0,73.1,Clear,0,Marathon
2025-12-24,STORE01,-1.4,0.0,56.3,Clear,1,Community Fair
2025-12-25,STORE01,-1.8,0.0,78.8,Clear,1,Christmas Day
2025-12-26,STORE01,-3.5,0.0,75.2,Clear,0,
2025-12-27,STORE01,6.4,4.1,79.7,Rainy,0,Local Festival
2025-12-28,STORE01,-1.9,1.3,75.7,Snowy,0,Local Festival
2025-12-29,STORE01,-1.0,0.0,54.3,Clear,0,
2025-12-30,STORE01,2.0,0.0,40.4,Sunny,0,
2025-12-31,STORE01,-9.0,4.2,67.0,Snowy,1,Community Fair
2026-01-01,STORE01,-2.0,0.0,59.1,Clear,1,Parade
2026-01-02,STORE01,-4.8,0.0,40.8,Clear,0,
2026-01-03,STORE01,-3.2,14.2,68.0,Rainy,0,Community Fair
2026-01-04,STORE01,-4.1,0.0,52.7,Clear,0,
2026-01-05,STORE01,-7.1,10.9,70.3,Rainy,0,Community Fair
2026-01-06,STORE01,1.5,0.0,54.9,Clear,0,Market Day
2026-01-07,STORE01,-11.8,0.0,37.4,Clear,0,Marathon
2026-01-08,STORE01,-1.4,0.0,54.9,Clear,0,
2026-01-09,STORE01,1.0,5.8,41.7,Rainy,0,
2026-01-10,STORE01,-2.0,0.0,59.6,Clear,0,Local Festival
2026-01-11,STORE01,-8.3,0.0,37.0,Clear,0,
2026-01-12,STORE01,-0.4,0.0,41.3,Clear,0,Local Festival
2026-01-13,STORE01,3.0,0.0,52.4,Clear,0,
2026-01-14,STORE01,7.4,0.0,53.2,Sunny,0,
2026-01-15,STORE01,-9.8,6.3,49.4,Rainy,0,Parade
2026-01-16,STORE01,2.1,9.9,40.6,Rainy,0,
2026-01-17,STORE01,1.2,0.0,52.0,Cloudy,0,Marathon
2026-01-18,STORE01,-2.9,0.0,62.8,Clear,0,
2026-01-19,STORE01,-4.6,0.0,58.2,Clear,0,Parade
2026-01-20,STORE01,-5.8,0.0,41.1,Clear,0,
2026-01-21,STORE01,-2.1,0.0,48.8,Clear,0,Concert
2026-01-22,STORE01,-4.7,6.2,72.0,Rainy,0,Community Fair
2026-01-23,STORE01,5.1,8.1,53.2,Rainy,0,Market Day
2026-01-24,STORE01,-4.1,8.1,51.8,Rainy,0,
2026-01-25,STORE01,-4.8,0.0,42.4,Clear,0,
2026-01-26,STORE01,-4.5,0.0,66.4,Clear,0,Sports Game
2026-01-27,STORE01,-3.3,0.0,59.6,Clear,0,Local Festival
2026-01-28,STORE01,-1.5,0.0,55.4,Clear,0,
2026-01-29,STORE01,-3.2,0.0,69.6,Clear,0,Parade
2026-01-30,STORE01,-1.8,0.0,41.4,Clear,0,
2026-01-31,STORE01,-3.7,0.0,60.6,Clear,0,Sports Game
2026-02-01,STORE01,-2.6,0.0,64.2,Clear,0,Community Fair
2026-02-02,STORE01,0.3,11.7,48.9,Rainy,0,
2026-02-03,STORE01,-5.2,11.5,42.3,Rainy,0,Parade
2026-02-04,STORE01,-1.8,0.0,43.1,Clear,0,Community Fair
2026-02-05,STORE01,-4.5,11.8,64.2,Rainy,0,
2026-02-06,STORE01,-3.7,0.0,55.8,Clear,0,Concert
2026-02-07,STORE01,-0.2,0.0,43.6,Clear,0,Food Festival
2026-02-08,STORE01,1.3,0.0,41.3,Cloudy,0,
2026-02-09,STORE01,0.0,0.0,51.9,Cloudy,0,
2026-02-10,STORE01,-4.2,15.3,53.3,Stormy,0,Community Fair
2026-02-11,STORE01,2.9,0.0,36.4,Cloudy,0,Concert
2026-02-12,STORE01,4.9,0.0,43.1,Sunny,0,
2026-02-13,STORE01,3.9,0.0,48.2,Cloudy,0,Food Festival
2026-02-14,STORE01,-2.0,18.9,42.8,Stormy,1,Food Festival
2026-02-15,STORE01,-0.0,0.0,33.6,Sunny,0,
2026-02-16,STORE01,3.6,0.0,62.9,Clear,0,
2026-02-17,STORE01,-2.4,11.8,34.4,Rainy,0,Market Day
2026-02-18,STORE01,1.7,0.0,45.1,Sunny,0,Concert
2026-02-19,STORE01,0.5,12.1,44.3,Rainy,0,
2026-02-20,STORE01,-10.9,0.0,56.3,Clear,0,
2026-02-21,STORE01,4.2,14.2,24.6,Rainy,0,Local Festival
2026-02-22,STORE01,-3.3,11.8,43.5,Rainy,0,Market Day
2026-02-23,STORE01,4.0,11.5,63.7,Rainy,0,Parade
2026-02-24,STORE01,7.0,0.0,45.7,Windy,0,Sports Game
2026-02-25,STORE01,1.7,0.0,65.3,Sunny,0,Food Festival
2026-02-26,STORE01,-3.9,0.0,37.1,Clear,0,Concert
2026-02-27,STORE01,3.4,0.0,39.4,Sunny,0,
2026-02-28,STORE01,-1.7,11.9,46.4,Rainy,0,Concert
2026-03-01,STORE01,6.1,0.0,58.1,Sunny,0,Food Festival
2026-03-02,STORE01,6.2,15.9,22.7,Stormy,0,
2026-03-03,STORE01,4.1,0.0,28.4,Sunny,0,
2026-03-04,STORE01,10.0,0.0,47.0,Cloudy,0,Concert
2026-03-05,STORE01,5.3,0.0,36.0,Cloudy,0,
2026-03-06,STORE01,-1.8,17.3,24.2,Stormy,0,
2026-03-07,STORE01,-3.2,0.0,23.5,Clear,0,Parade
2026-03-08,STORE01,-1.0,0.0,29.8,Clear,0,Parade
2026-03-09,STORE01,3.8,17.1,40.0,Stormy,0,
2026-03-10,STORE01,7.1,0.0,53.2,Cloudy,0,Community Fair
2026-03-11,STORE01,3.9,0.0,24.7,Sunny,0,
2026-03-12,STORE01,-2.1,0.0,24.9,Clear,0,
2026-03-13,STORE01,4.0,25.4,44.2,Stormy,0,Parade
2026-03-14,STORE01,6.0,0.0,48.7,Cloudy,0,
2026-03-15,STORE01,0.7,0.0,29.0,Cloudy,0,Concert
2026-03-16,STORE01,-0.1,21.0,26.4,Stormy,0,
2026-03-17,STORE01,5.9,16.6,49.1,Stormy,0,
2026-03-18,STORE01,2.6,17.0,32.7,Stormy,0,
2026-03-19,STORE01,-2.4,0.0,35.6,Clear,0,
2026-03-20,STORE01,1.9,0.0,30.8,Sunny,0,Local Festival
2026-03-21,STORE01,-0.8,17.6,29.1,Stormy,0,
2026-03-22,STORE01,5.8,0.0,25.9,Windy,0,Local Festival
2026-03-23,STORE01,7.8,0.0,29.2,Sunny,0,Market Day
2026-03-24,STORE01,1.0,0.0,27.9,Sunny,0,
2026-03-25,STORE01,11.7,0.0,38.1,Sunny,0,Sports Game
2026-03-26,STORE01,3.3,0.0,36.2,Cloudy,0,Local Festival
2026-03-27,STORE01,5.5,0.0,34.7,Sunny,0,Community Fair
2026-03-28,STORE01,4.9,18.3,38.2,Stormy,0,
2026-03-29,STORE01,3.8,18.2,47.0,Stormy,0,
2026-03-30,STORE01,7.0,0.0,29.0,Cloudy,0,
2026-03-31,STORE01,6.3,0.0,30.6,Sunny,0,
2026-04-01,STORE01,13.4,17.5,20.0,Stormy,0,
2024-04-01,STORE02,13.6,0.0,37.4,Sunny,0,Market Day
2024-04-02,STORE02,17.0,0.0,20.0,Sunny,0,Marathon
2024-04-03,STORE02,17.7,20.7,30.2,Stormy,0,Community Fair
2024-04-04,STORE02,11.5,0.0,46.5,Sunny,0,
2024-04-05,STORE02,7.7,0.0,22.9,Sunny,0,Concert
2024-04-06,STORE02,14.7,0.0,33.3,Clear,0,Community Fair
2024-04-07,STORE02,12.4,0.0,26.6,Clear,0,Sports Game
2024-04-08,STORE02,7.4,17.0,24.5,Stormy,0,Local Festival
2024-04-09,STORE02,15.5,0.0,49.7,Cloudy,0,
2024-04-10,STORE02,18.0,0.0,26.8,Cloudy,0,
2024-04-11,STORE02,13.2,0.0,38.3,Clear,0,Parade
2024-04-12,STORE02,22.0,0.0,32.2,Sunny,0,Market Day
2024-04-13,STORE02,8.8,0.0,48.0,Clear,0,Local Festival
2024-04-14,STORE02,13.4,0.0,20.0,Sunny,0,
2024-04-15,STORE02,12.5,15.6,21.4,Stormy,0,Sports Game
2024-04-16,STORE02,18.2,15.1,31.8,Stormy,0,
2024-04-17,STORE02,8.4,0.0,61.7,Sunny,0,Sports Game
2024-04-18,STORE02,9.3,15.2,46.5,Stormy,0,Concert
2024-04-19,STORE02,11.2,15.2,27.1,Stormy,0,
2024-04-20,STORE02,10.3,0.0,47.7,Sunny,0,
2024-04-21,STORE02,10.1,15.0,35.9,Rainy,0,Marathon
2024-04-22,STORE02,17.4,0.0,28.8,Cloudy,0,
2024-04-23,STORE02,16.3,14.9,39.9,Rainy,0,
2024-04-24,STORE02,11.0,0.0,52.0,Cloudy,0,
2024-04-25,STORE02,16.2,0.0,36.8,Cloudy,0,
2024-04-26,STORE02,22.1,0.0,23.9,Clear,0,
2024-04-27,STORE02,16.7,0.0,38.3,Cloudy,0,Local Festival
2024-04-28,STORE02,18.4,0.0,21.3,Cloudy,0,Concert
2024-04-29,STORE02,18.2,15.1,43.2,Stormy,0,
2024-04-30,STORE02,9.4,15.6,42.8,Stormy,0,Marathon
2024-05-01,STORE02,22.1,0.0,23.9,Cloudy,0,
2024-05-02,STORE02,24.7,0.0,30.4,Cloudy,0,
2024-05-03,STORE02,21.5,16.5,46.6,Stormy,0,Concert
2024-05-04,STORE02,15.7,0.0,50.1,Sunny,0,
2024-05-05,STORE02,24.8,14.5,61.1,Rainy,0,
2024-05-06,STORE02,22.0,0.0,28.5,Cloudy,0,
2024-05-07,STORE02,23.5,0.0,25.4,Cloudy,0,Community Fair
2024-05-08,STORE02,26.5,0.0,20.0,Cloudy,0,Local Festival
2024-05-09,STORE02,22.7,0.0,50.2,Cloudy,0,
2024-05-10,STORE02,15.6,0.0,41.9,Cloudy,0,
2024-05-11,STORE02,23.0,13.4,34.4,Rainy,0,
2024-05-12,STORE02,20.3,14.4,39.2,Rainy,0,
2024-05-13,STORE02,23.6,14.1,32.1,Rainy,0,
2024-05-14,STORE02,23.2,0.0,31.0,Clear,0,
2024-05-15,STORE02,26.1,0.0,20.0,Cloudy,0,
2024-05-16,STORE02,18.9,0.0,32.3,Cloudy,0,Community Fair
2024-05-17,STORE02,27.6,0.0,31.5,Windy,0,
2024-05-18,STORE02,25.1,0.0,44.5,Cloudy,0,Community Fair
2024-05-19,STORE02,24.2,0.0,32.1,Clear,0,
2024-05-20,STORE02,22.9,0.0,45.4,Sunny,0,
2024-05-21,STORE02,25.4,13.9,54.2,Rainy,0,Market Day
2024-05-22,STORE02,26.4,0.0,52.1,Sunny,0,
2024-05-23,STORE02,13.6,20.0,36.8,Stormy,0,
2024-05-24,STORE02,19.7,0.0,28.2,Clear,0,
2024-05-25,STORE02,28.2,15.0,33.3,Rainy,0,Community Fair
2024-05-26,STORE02,14.5,14.2,47.5,Rainy,0,
2024-05-27,STORE02,18.7,0.0,51.7,Cloudy,0,Parade
2024-05-28,STORE02,16.4,13.8,36.9,Rainy,0,
2024-05-29,STORE02,26.0,0.0,48.1,Sunny,0,
2024-05-30,STORE02,23.3,14.0,59.0,Rainy,0,Sports Game
2024-05-31,STORE02,23.2,14.6,32.9,Rainy,0,
2024-06-01,STORE02,29.1,10.2,55.1,Rainy,0,Local Festival
2024-06-02,STORE02,31.8,0.0,51.5,Sunny,0,Food Festival
2024-06-03,STORE02,29.0,0.0,53.4,Cloudy,0,
2024-06-04,STORE02,29.1,0.0,47.5,Cloudy,0,
2024-06-05,STORE02,21.9,0.0,50.5,Cloudy,0,Sports Game
2024-06-06,STORE02,15.2,16.1,38.3,Stormy,0,
2024-06-07,STORE02,22.5,0.0,26.0,Sunny,0,
2024-06-08,STORE02,26.6,10.7,58.3,Rainy,0,
2024-06-09,STORE02,22.6,10.2,50.3,Rainy,0,
2024-06-10,STORE02,28.9,10.5,45.4,Rainy,0,Market Day
2024-06-11,STORE02,36.2,0.0,43.8,Sunny,0,Food Festival
2024-06-12,STORE02,22.3,0.0,34.0,Sunny,0,Parade
2024-06-13,STORE02,26.8,0.0,35.8,Sunny,0,Food Festival
2024-06-14,STORE02,26.1,0.0,47.6,Cloudy,0,
2024-06-15,STORE02,21.2,0.0,34.5,Windy,0,
2024-06-16,STORE02,33.0,0.0,35.8,Sunny,0,
2024-06-17,STORE02,24.6,0.0,68.7,Cloudy,0,Food Festival
2024-06-18,STORE02,30.0,9.5,39.5,Rainy,0,
2024-06-19,STORE02,21.3,0.0,57.5,Sunny,0,Market Day
2024-06-20,STORE02,30.2,0.0,59.0,Sunny,0,
2024-06-21,STORE02,30.4,0.0,32.3,Clear,0,
2024-06-22,STORE02,28.2,0.0,31.1,Clear,0,
